tanggal,kecamatan,volume_ton,jenis_sampah,sumber_sampah
2024-02-15,PULOGADUNG,81.39,Organik,Rumah Tangga
2024-02-15,SAWAH BESAR,154.47,Anorganik,Pasar
2024-02-15,SENEN,133.53,Residu,Industri Kecil
2024-02-15,SETIABUDI,50.96,Residu,Komersial
2024-02-15,TAMAN SARI,100.83,Organik,Rumah Tangga
2024-02-15,TAMBORA,219.24,Anorganik,Industri Kecil
2024-02-15,TANAH ABANG,69.26,Anorganik,Rumah Tangga
2024-02-15,TANJUNG PRIOK,147.1,Anorganik,Industri Kecil
2024-02-15,TEBET,193.78,Residu,Industri Kecil
2024-02-16,CAKUNG,177.68,B3,Komersial
2024-02-16,CEMPAKA PUTIH,39.25,Anorganik,Taman Kota
2024-02-16,CENGKARENG,125.5,B3,Taman Kota
2024-02-16,CILANDAK,159.21,B3,Rumah Tangga
2024-02-16,CILINCING,139.6,Organik,Rumah Tangga
2024-02-16,CIPAYUNG,205.4,B3,Industri Kecil
2024-02-16,CIRACAS,209.7,Organik,Pasar
2024-02-16,DUREN SAWIT,154.6,Residu,Rumah Tangga
2024-02-16,GAMBIR,128.56,B3,Rumah Tangga
2024-02-16,GROGOL PETAMBURAN,110.56,Anorganik,Komersial
2024-02-16,JAGAKARSA,118.99,Anorganik,Industri Kecil
2024-02-16,JATINEGARA,58.93,B3,Komersial
2024-02-16,JOHAR BARU,165.33,Residu,Taman Kota
2024-02-16,KALIDERES,61.14,Residu,Komersial
2024-02-16,KEBAYORAN BARU,129.75,Organik,Komersial
2024-02-16,KEBAYORAN LAMA,123.6,Anorganik,Komersial
2024-02-16,KEBON JERUK,89.2,Anorganik,Komersial
2024-02-16,KELAPA GADING,99.24,B3,Komersial
2024-02-16,KEMAYORAN,143.5,Anorganik,Pasar
2024-02-16,KEMBANGAN,53.99,B3,Pasar
2024-02-16,KEPULAUAN SERIBU SELATAN,138.49,Organik,Rumah Tangga
2024-02-16,KEPULAUAN SERIBU UTARA,92.45,B3,Komersial
2024-02-16,KOJA,77.62,Organik,Industri Kecil
2024-02-16,KRAMATJATI,53.26,Organik,Rumah Tangga
2024-02-16,MAKASAR,200.05,Residu,Komersial
2024-02-16,MAMPANG PRAPATAN,42.16,Organik,Komersial
2024-02-16,MATRAMAN,119.15,Residu,Pasar
2024-02-16,MENTENG,21.02,Organik,Komersial
2024-02-16,PADEMANGAN,217.09,Organik,Industri Kecil
2024-02-16,PAL MERAH,77.45,Organik,Taman Kota
2024-02-16,PANCORAN,90.77,Organik,Komersial
2024-02-16,PASAR MINGGU,171.71,Organik,Rumah Tangga
2024-02-16,PASAR REBO,174.25,B3,Komersial
2024-02-16,PENJARINGAN,140.41,Anorganik,Taman Kota
2024-02-16,PESANGGRAHAN,91.53,Organik,Pasar
2024-02-16,PULOGADUNG,99.33,Organik,Taman Kota
2024-02-16,SAWAH BESAR,108.58,Residu,Komersial
2024-02-16,SENEN,67.58,B3,Taman Kota
2024-02-16,SETIABUDI,56.38,Organik,Rumah Tangga
2024-02-16,TAMAN SARI,106.88,B3,Pasar
2024-02-16,TAMBORA,198.36,Anorganik,Taman Kota
2024-02-16,TANAH ABANG,44.68,Organik,Industri Kecil
2024-02-16,TANJUNG PRIOK,173.85,Organik,Taman Kota
2024-02-16,TEBET,175.11,Anorganik,Taman Kota
2024-02-17,CAKUNG,155.54,B3,Taman Kota
2024-02-17,CEMPAKA PUTIH,58.78,Residu,Taman Kota
2024-02-17,CENGKARENG,132.46,B3,Taman Kota
2024-02-17,CILANDAK,190.99,B3,Rumah Tangga
2024-02-17,CILINCING,105.89,Residu,Pasar
2024-02-17,CIPAYUNG,190.02,Anorganik,Taman Kota
2024-02-17,CIRACAS,239.62,Organik,Rumah Tangga
2024-02-17,DUREN SAWIT,108.61,B3,Industri Kecil
2024-02-17,GAMBIR,90.37,Residu,Taman Kota
2024-02-17,GROGOL PETAMBURAN,126.0,Organik,Taman Kota
2024-02-17,JAGAKARSA,83.67,Anorganik,Rumah Tangga
2024-02-17,JATINEGARA,65.82,Anorganik,Industri Kecil
2024-02-17,JOHAR BARU,108.04,Residu,Rumah Tangga
2024-02-17,KALIDERES,51.19,Organik,Komersial
2024-02-17,KEBAYORAN BARU,201.88,B3,Komersial
2024-02-17,KEBAYORAN LAMA,116.61,B3,Komersial
2024-02-17,KEBON JERUK,107.19,Anorganik,Taman Kota
2024-02-17,KELAPA GADING,115.13,B3,Komersial
2024-02-17,KEMAYORAN,135.78,Anorganik,Pasar
2024-02-17,KEMBANGAN,47.51,Residu,Rumah Tangga
2024-02-17,KEPULAUAN SERIBU SELATAN,138.54,Residu,Pasar
2024-02-17,KEPULAUAN SERIBU UTARA,116.5,B3,Taman Kota
2024-02-17,KOJA,92.82,Residu,Rumah Tangga
2024-02-17,KRAMATJATI,41.49,Residu,Rumah Tangga
2024-02-17,MAKASAR,175.48,B3,Komersial
2024-02-17,MAMPANG PRAPATAN,45.72,B3,Industri Kecil
2024-02-17,MATRAMAN,123.88,Organik,Pasar
2024-02-17,MENTENG,30.44,Residu,Taman Kota
2024-02-17,PADEMANGAN,202.7,Organik,Industri Kecil
2024-02-17,PAL MERAH,66.77,B3,Pasar
2024-02-17,PANCORAN,98.9,Residu,Industri Kecil
2024-02-17,PASAR MINGGU,163.03,Residu,Komersial
2024-02-17,PASAR REBO,154.6,Organik,Rumah Tangga
2024-02-17,PENJARINGAN,86.85,B3,Rumah Tangga
2024-02-17,PESANGGRAHAN,136.68,Organik,Komersial
2024-02-17,PULOGADUNG,114.43,Residu,Industri Kecil
2024-02-17,SAWAH BESAR,99.01,B3,Rumah Tangga
2024-02-17,SENEN,70.39,Anorganik,Industri Kecil
2024-02-17,SETIABUDI,32.87,Residu,Komersial
2024-02-17,TAMAN SARI,72.82,Organik,Industri Kecil
2024-02-17,TAMBORA,119.78,Residu,Komersial
2024-02-17,TANAH ABANG,47.0,Anorganik,Rumah Tangga
2024-02-17,TANJUNG PRIOK,112.56,Anorganik,Industri Kecil
2024-02-17,TEBET,165.43,Organik,Komersial
2024-02-18,CAKUNG,100.88,Residu,Komersial
2024-02-18,CEMPAKA PUTIH,13.65,B3,Komersial
2024-02-18,CENGKARENG,101.46,B3,Pasar
2024-02-18,CILANDAK,88.2,Organik,Taman Kota
2024-02-18,CILINCING,110.8,B3,Taman Kota
2024-02-18,CIPAYUNG,103.02,B3,Rumah Tangga
2024-02-18,CIRACAS,143.47,Anorganik,Industri Kecil
2024-02-18,DUREN SAWIT,89.98,Residu,Komersial
2024-02-18,GAMBIR,62.57,Anorganik,Rumah Tangga
2024-02-18,GROGOL PETAMBURAN,89.28,Anorganik,Pasar
2024-02-18,JAGAKARSA,56.49,Organik,Taman Kota
2024-02-18,JATINEGARA,43.16,Anorganik,Taman Kota
2024-02-18,JOHAR BARU,83.9,Anorganik,Rumah Tangga
2024-02-18,KALIDERES,55.32,Residu,Pasar
2024-02-18,KEBAYORAN BARU,142.29,B3,Industri Kecil
2024-02-18,KEBAYORAN LAMA,84.91,Anorganik,Pasar
2024-02-18,KEBON JERUK,116.92,Organik,Taman Kota
2024-02-18,KELAPA GADING,72.59,B3,Industri Kecil
2024-02-18,KEMAYORAN,140.47,Organik,Pasar
2024-02-18,KEMBANGAN,47.05,Organik,Industri Kecil
2024-02-18,KEPULAUAN SERIBU SELATAN,78.64,Anorganik,Taman Kota
2024-02-18,KEPULAUAN SERIBU UTARA,56.42,Organik,Rumah Tangga
2024-02-18,KOJA,67.35,B3,Taman Kota
2024-02-18,KRAMATJATI,22.86,Anorganik,Rumah Tangga
2024-02-18,MAKASAR,155.94,Anorganik,Komersial
2024-02-18,MAMPANG PRAPATAN,20.72,Anorganik,Komersial
2024-02-18,MATRAMAN,67.55,Residu,Pasar
2024-02-18,MENTENG,18.67,Organik,Rumah Tangga
2024-02-18,PADEMANGAN,103.08,Organik,Taman Kota
2024-02-18,PAL MERAH,56.05,B3,Rumah Tangga
2024-02-18,PANCORAN,37.65,Organik,Taman Kota
2024-02-18,PASAR MINGGU,141.09,Organik,Taman Kota
2024-02-18,PASAR REBO,119.51,B3,Industri Kecil
2024-02-18,PENJARINGAN,91.05,Organik,Komersial
2024-02-18,PESANGGRAHAN,44.85,Anorganik,Taman Kota
2024-02-18,PULOGADUNG,56.61,Residu,Pasar
2024-02-18,SAWAH BESAR,99.52,Anorganik,Pasar
2024-02-18,SENEN,31.72,Residu,Pasar
2024-02-18,SETIABUDI,23.37,Residu,Pasar
2024-02-18,TAMAN SARI,43.11,Residu,Taman Kota
2024-02-18,TAMBORA,96.05,Anorganik,Rumah Tangga
2024-02-18,TANAH ABANG,27.63,Anorganik,Pasar
2024-02-18,TANJUNG PRIOK,71.12,Anorganik,Rumah Tangga
2024-02-18,TEBET,123.77,Anorganik,Rumah Tangga
2024-02-19,CAKUNG,232.35,Organik,Taman Kota
2024-02-19,CEMPAKA PUTIH,53.45,Residu,Industri Kecil
2024-02-19,CENGKARENG,277.83,Organik,Komersial
2024-02-19,CILANDAK,304.63,Anorganik,Pasar
2024-02-19,CILINCING,210.38,Anorganik,Rumah Tangga
2024-02-19,CIPAYUNG,221.24,Residu,Taman Kota
2024-02-19,CIRACAS,344.47,Anorganik,Pasar
2024-02-19,DUREN SAWIT,174.84,Anorganik,Rumah Tangga
2024-02-19,GAMBIR,135.28,Anorganik,Pasar
2024-02-19,GROGOL PETAMBURAN,188.89,Anorganik,Rumah Tangga
2024-02-19,JAGAKARSA,130.39,B3,Komersial
2024-02-19,JATINEGARA,110.23,Organik,Pasar
2024-02-19,JOHAR BARU,209.32,Residu,Pasar
2024-02-19,KALIDERES,97.93,Organik,Rumah Tangga
2024-02-19,KEBAYORAN BARU,310.29,B3,Taman Kota
2024-02-19,KEBAYORAN LAMA,214.47,Organik,Rumah Tangga
2024-02-19,KEBON JERUK,109.34,Residu,Taman Kota
2024-02-19,KELAPA GADING,224.25,Organik,Pasar
2024-02-19,KEMAYORAN,188.62,Anorganik,Taman Kota
2024-02-19,KEMBANGAN,92.52,Anorganik,Pasar
2024-02-19,KEPULAUAN SERIBU SELATAN,147.51,Residu,Komersial
2024-02-19,KEPULAUAN SERIBU UTARA,144.6,Residu,Komersial
2024-02-19,KOJA,150.42,Anorganik,Rumah Tangga
2024-02-19,KRAMATJATI,58.67,Anorganik,Rumah Tangga
2024-02-19,MAKASAR,352.44,Organik,Industri Kecil
2024-02-19,MAMPANG PRAPATAN,50.58,Residu,Pasar
2024-02-19,MATRAMAN,167.89,B3,Industri Kecil
2024-02-19,MENTENG,32.33,B3,Industri Kecil
2024-02-19,PADEMANGAN,169.29,B3,Rumah Tangga
2024-02-19,PAL MERAH,162.08,Organik,Industri Kecil
2024-02-19,PANCORAN,145.44,Residu,Komersial
2024-02-19,PASAR MINGGU,270.73,Anorganik,Industri Kecil
2024-02-19,PASAR REBO,154.68,Anorganik,Rumah Tangga
2024-02-19,PENJARINGAN,174.14,Residu,Taman Kota
2024-02-19,PESANGGRAHAN,146.15,Organik,Rumah Tangga
2024-02-19,PULOGADUNG,125.26,Residu,Industri Kecil
2024-02-19,SAWAH BESAR,153.57,Residu,Komersial
2024-02-19,SENEN,102.82,Organik,Pasar
2024-02-19,SETIABUDI,48.3,Anorganik,Pasar
2024-02-19,TAMAN SARI,94.84,Residu,Rumah Tangga
2024-02-19,TAMBORA,208.09,Anorganik,Taman Kota
2024-02-19,TANAH ABANG,60.29,B3,Komersial
2024-02-19,TANJUNG PRIOK,246.68,B3,Taman Kota
2024-02-19,TEBET,231.93,Anorganik,Komersial
2024-02-20,CAKUNG,142.76,Residu,Komersial
2024-02-20,CEMPAKA PUTIH,24.23,B3,Taman Kota
2024-02-20,CENGKARENG,291.57,Residu,Rumah Tangga
2024-02-20,CILANDAK,314.39,B3,Komersial
2024-02-20,CILINCING,300.65,Residu,Pasar
2024-02-20,CIPAYUNG,185.85,B3,Industri Kecil
2024-02-20,CIRACAS,230.25,Anorganik,Rumah Tangga
2024-02-20,DUREN SAWIT,155.46,Organik,Rumah Tangga
2024-02-20,GAMBIR,80.85,Organik,Pasar
2024-02-20,GROGOL PETAMBURAN,239.42,Organik,Komersial
2024-02-20,JAGAKARSA,105.79,Anorganik,Rumah Tangga
2024-02-20,JATINEGARA,85.5,Anorganik,Taman Kota
2024-02-20,JOHAR BARU,138.4,B3,Industri Kecil
2024-02-20,KALIDERES,89.54,B3,Komersial
2024-02-20,KEBAYORAN BARU,199.08,Organik,Industri Kecil
2024-02-20,KEBAYORAN LAMA,192.32,Anorganik,Pasar
2024-02-20,KEBON JERUK,123.07,Anorganik,Industri Kecil
2024-02-20,KELAPA GADING,166.41,B3,Pasar
2024-02-20,KEMAYORAN,223.39,Residu,Pasar
2024-02-20,KEMBANGAN,60.21,Residu,Komersial
2024-02-20,KEPULAUAN SERIBU SELATAN,94.93,Residu,Industri Kecil
2024-02-20,KEPULAUAN SERIBU UTARA,113.68,B3,Komersial
2024-02-20,KOJA,75.54,Organik,Pasar
2024-02-20,KRAMATJATI,41.16,B3,Industri Kecil
2024-02-20,MAKASAR,179.68,Organik,Industri Kecil
2024-02-20,MAMPANG PRAPATAN,50.73,Organik,Rumah Tangga
2024-02-20,MATRAMAN,111.46,Anorganik,Pasar
2024-02-20,MENTENG,20.88,Anorganik,Taman Kota
2024-02-20,PADEMANGAN,198.91,Organik,Pasar
2024-02-20,PAL MERAH,105.33,Anorganik,Industri Kecil
2024-02-20,PANCORAN,88.51,B3,Pasar
2024-02-20,PASAR MINGGU,231.09,Anorganik,Pasar
2024-02-20,PASAR REBO,197.24,Organik,Komersial
2024-02-20,PENJARINGAN,130.65,Residu,Industri Kecil
2024-02-20,PESANGGRAHAN,103.93,Anorganik,Industri Kecil
2024-02-20,PULOGADUNG,114.96,Anorganik,Taman Kota
2024-02-20,SAWAH BESAR,172.24,Anorganik,Rumah Tangga
2024-02-20,SENEN,80.4,Anorganik,Taman Kota
2024-02-20,SETIABUDI,48.87,Anorganik,Rumah Tangga
2024-02-20,TAMAN SARI,91.12,Organik,Rumah Tangga
2024-02-20,TAMBORA,133.82,Anorganik,Industri Kecil
2024-02-20,TANAH ABANG,69.13,Residu,Pasar
2024-02-20,TANJUNG PRIOK,187.29,Organik,Pasar
2024-02-20,TEBET,149.31,B3,Pasar
2024-02-21,CAKUNG,168.12,Residu,Industri Kecil
2024-02-21,CEMPAKA PUTIH,38.4,B3,Rumah Tangga
2024-02-21,CENGKARENG,115.93,B3,Taman Kota
2024-02-21,CILANDAK,202.51,Organik,Pasar
2024-02-21,CILINCING,159.74,Residu,Taman Kota
2024-02-21,CIPAYUNG,149.08,Anorganik,Rumah Tangga
2024-02-21,CIRACAS,212.49,B3,Pasar
2024-02-21,DUREN SAWIT,154.95,B3,Pasar
2024-02-21,GAMBIR,231.43,Residu,Rumah Tangga
2024-02-21,GROGOL PETAMBURAN,303.57,B3,Pasar
2024-02-21,JAGAKARSA,108.06,Organik,Pasar
2024-02-21,JATINEGARA,84.02,Anorganik,Rumah Tangga
2024-02-21,JOHAR BARU,161.76,Residu,Pasar
2024-02-21,KALIDERES,82.95,B3,Komersial
2024-02-21,KEBAYORAN BARU,161.18,Residu,Komersial
2024-02-21,KEBAYORAN LAMA,108.98,Anorganik,Industri Kecil
2024-02-21,KEBON JERUK,107.63,Residu,Komersial
2024-02-21,KELAPA GADING,147.37,B3,Industri Kecil
2024-02-21,KEMAYORAN,214.64,Residu,Industri Kecil
2024-02-21,KEMBANGAN,73.09,Residu,Taman Kota
2024-02-21,KEPULAUAN SERIBU SELATAN,147.26,B3,Industri Kecil
2024-02-21,KEPULAUAN SERIBU UTARA,127.24,Organik,Industri Kecil
2024-02-21,KOJA,66.94,B3,Pasar
2024-02-21,KRAMATJATI,34.96,Residu,Industri Kecil
2024-02-21,MAKASAR,237.29,Residu,Industri Kecil
2024-02-21,MAMPANG PRAPATAN,37.55,Anorganik,Pasar
2024-02-21,MATRAMAN,91.89,Organik,Komersial
2024-02-21,MENTENG,25.95,B3,Komersial
2024-02-21,PADEMANGAN,186.36,B3,Rumah Tangga
2024-02-21,PAL MERAH,154.79,Residu,Rumah Tangga
2024-02-21,PANCORAN,69.36,B3,Industri Kecil
2024-02-21,PASAR MINGGU,186.66,Anorganik,Taman Kota
2024-02-21,PASAR REBO,158.25,Anorganik,Komersial
2024-02-21,PENJARINGAN,113.67,Organik,Pasar
2024-02-21,PESANGGRAHAN,96.19,Residu,Rumah Tangga
2024-02-21,PULOGADUNG,70.52,Organik,Rumah Tangga
2024-02-21,SAWAH BESAR,127.54,Organik,Taman Kota
2024-02-21,SENEN,73.47,Residu,Rumah Tangga
2024-02-21,SETIABUDI,50.57,Anorganik,Taman Kota
2024-02-21,TAMAN SARI,92.01,Residu,Rumah Tangga
2024-02-21,TAMBORA,192.67,Anorganik,Pasar
2024-02-21,TANAH ABANG,40.65,B3,Komersial
2024-02-21,TANJUNG PRIOK,189.65,Anorganik,Pasar
2024-02-21,TEBET,140.32,Anorganik,Industri Kecil
2024-02-22,CAKUNG,128.13,Organik,Komersial
2024-02-22,CEMPAKA PUTIH,35.92,Anorganik,Pasar
2024-02-22,CENGKARENG,144.16,Organik,Rumah Tangga
2024-02-22,CILANDAK,207.57,Organik,Industri Kecil
2024-02-22,CILINCING,179.15,Anorganik,Rumah Tangga
2024-02-22,CIPAYUNG,193.09,Residu,Industri Kecil
2024-02-22,CIRACAS,148.61,B3,Pasar
2024-02-22,DUREN SAWIT,168.87,B3,Industri Kecil
2024-02-22,GAMBIR,83.87,Residu,Pasar
2024-02-22,GROGOL PETAMBURAN,196.24,Organik,Pasar
2024-02-22,JAGAKARSA,120.98,Anorganik,Komersial
2024-02-22,JATINEGARA,99.93,Anorganik,Taman Kota
2024-02-22,JOHAR BARU,130.26,Anorganik,Komersial
2024-02-22,KALIDERES,66.63,Anorganik,Taman Kota
2024-02-22,KEBAYORAN BARU,225.96,Residu,Pasar
2024-02-22,KEBAYORAN LAMA,174.8,Residu,Industri Kecil
2024-02-22,KEBON JERUK,76.78,Anorganik,Industri Kecil
2024-02-22,KELAPA GADING,153.37,Anorganik,Rumah Tangga
2024-02-22,KEMAYORAN,273.55,Organik,Pasar
2024-02-22,KEMBANGAN,45.12,Residu,Komersial
2024-02-22,KEPULAUAN SERIBU SELATAN,140.16,B3,Taman Kota
2024-02-22,KEPULAUAN SERIBU UTARA,78.22,Residu,Komersial
2024-02-22,KOJA,105.3,B3,Industri Kecil
2024-02-22,KRAMATJATI,47.0,Residu,Komersial
2024-02-22,MAKASAR,237.25,Residu,Pasar
2024-02-22,MAMPANG PRAPATAN,42.22,Residu,Pasar
2024-02-22,MATRAMAN,115.04,B3,Taman Kota
2024-02-22,MENTENG,25.48,Residu,Taman Kota
2024-02-22,PADEMANGAN,198.56,B3,Industri Kecil
2024-02-22,PAL MERAH,95.34,B3,Pasar
2024-02-22,PANCORAN,219.03,Residu,Taman Kota
2024-02-22,PASAR MINGGU,142.89,Residu,Industri Kecil
2024-02-22,PASAR REBO,175.56,B3,Industri Kecil
2024-02-22,PENJARINGAN,145.43,Anorganik,Industri Kecil
2024-02-22,PESANGGRAHAN,66.12,Residu,Pasar
2024-02-22,PULOGADUNG,124.72,Organik,Pasar
2024-02-22,SAWAH BESAR,114.6,Residu,Industri Kecil
2024-02-22,SENEN,84.88,B3,Taman Kota
2024-02-22,SETIABUDI,45.86,Anorganik,Komersial
2024-02-22,TAMAN SARI,125.74,B3,Industri Kecil
2024-02-22,TAMBORA,136.45,Organik,Industri Kecil
2024-02-22,TANAH ABANG,43.06,B3,Industri Kecil
2024-02-22,TANJUNG PRIOK,203.55,Anorganik,Pasar
2024-02-22,TEBET,229.12,B3,Pasar
2024-02-23,CAKUNG,104.26,Anorganik,Rumah Tangga
2024-02-23,CEMPAKA PUTIH,25.87,Organik,Taman Kota
2024-02-23,CENGKARENG,138.4,B3,Industri Kecil
2024-02-23,CILANDAK,180.55,Residu,Taman Kota
2024-02-23,CILINCING,140.73,Residu,Komersial
2024-02-23,CIPAYUNG,146.67,Organik,Taman Kota
2024-02-23,CIRACAS,244.53,Organik,Pasar
2024-02-23,DUREN SAWIT,139.78,Residu,Rumah Tangga
2024-02-23,GAMBIR,91.05,B3,Rumah Tangga
2024-02-23,GROGOL PETAMBURAN,106.59,Organik,Pasar
2024-02-23,JAGAKARSA,101.17,Residu,Pasar
2024-02-23,JATINEGARA,56.43,Organik,Komersial
2024-02-23,JOHAR BARU,93.36,Organik,Pasar
2024-02-23,KALIDERES,71.22,B3,Komersial
2024-02-23,KEBAYORAN BARU,143.9,Anorganik,Pasar
2024-02-23,KEBAYORAN LAMA,164.86,B3,Industri Kecil
2024-02-23,KEBON JERUK,106.88,Anorganik,Rumah Tangga
2024-02-23,KELAPA GADING,120.55,Anorganik,Industri Kecil
2024-02-23,KEMAYORAN,222.35,Anorganik,Rumah Tangga
2024-02-23,KEMBANGAN,41.99,Anorganik,Taman Kota
2024-02-23,KEPULAUAN SERIBU SELATAN,120.05,B3,Komersial
2024-02-23,KEPULAUAN SERIBU UTARA,164.76,Anorganik,Industri Kecil
2024-02-23,KOJA,94.3,Residu,Taman Kota
2024-02-23,KRAMATJATI,36.67,Anorganik,Pasar
2024-02-23,MAKASAR,167.78,Organik,Pasar
2024-02-23,MAMPANG PRAPATAN,45.01,Anorganik,Pasar
2024-02-23,MATRAMAN,210.14,Anorganik,Rumah Tangga
2024-02-23,MENTENG,23.54,Organik,Industri Kecil
2024-02-23,PADEMANGAN,183.79,Anorganik,Komersial
2024-02-23,PAL MERAH,101.0,Organik,Pasar
2024-02-23,PANCORAN,62.24,Anorganik,Taman Kota
2024-02-23,PASAR MINGGU,219.03,Organik,Taman Kota
2024-02-23,PASAR REBO,178.2,Organik,Pasar
2024-02-23,PENJARINGAN,105.83,Anorganik,Pasar
2024-02-23,PESANGGRAHAN,63.65,Residu,Industri Kecil
2024-02-23,PULOGADUNG,74.14,Residu,Komersial
2024-02-23,SAWAH BESAR,159.73,B3,Rumah Tangga
2024-02-23,SENEN,74.08,Anorganik,Komersial
2024-02-23,SETIABUDI,32.85,Residu,Taman Kota
2024-02-23,TAMAN SARI,83.5,Anorganik,Industri Kecil
2024-02-23,TAMBORA,203.34,Organik,Taman Kota
2024-02-23,TANAH ABANG,63.56,Organik,Industri Kecil
2024-02-23,TANJUNG PRIOK,151.77,Anorganik,Industri Kecil
2024-02-23,TEBET,217.75,Organik,Pasar
2024-02-24,CAKUNG,150.44,Organik,Komersial
2024-02-24,CEMPAKA PUTIH,25.24,Organik,Industri Kecil
2024-02-24,CENGKARENG,229.94,Organik,Taman Kota
2024-02-24,CILANDAK,224.9,Organik,Rumah Tangga
2024-02-24,CILINCING,146.67,Residu,Industri Kecil
2024-02-24,CIPAYUNG,186.55,Organik,Industri Kecil
2024-02-24,CIRACAS,185.92,Organik,Pasar
2024-02-24,DUREN SAWIT,132.45,B3,Komersial
2024-02-24,GAMBIR,128.38,Residu,Komersial
2024-02-24,GROGOL PETAMBURAN,112.6,B3,Komersial
2024-02-24,JAGAKARSA,78.22,Organik,Taman Kota
2024-02-24,JATINEGARA,93.3,Residu,Pasar
2024-02-24,JOHAR BARU,181.0,B3,Industri Kecil
2024-02-24,KALIDERES,138.17,Residu,Komersial
2024-02-24,KEBAYORAN BARU,159.15,Residu,Pasar
2024-02-24,KEBAYORAN LAMA,208.03,Organik,Pasar
2024-02-24,KEBON JERUK,78.4,Organik,Pasar
2024-02-24,KELAPA GADING,158.78,Residu,Pasar
2024-02-24,KEMAYORAN,170.08,Residu,Komersial
2024-02-24,KEMBANGAN,51.01,Residu,Industri Kecil
2024-02-24,KEPULAUAN SERIBU SELATAN,140.87,Residu,Komersial
2024-02-24,KEPULAUAN SERIBU UTARA,81.17,Anorganik,Pasar
2024-02-24,KOJA,64.77,Residu,Rumah Tangga
2024-02-24,KRAMATJATI,41.29,Residu,Rumah Tangga
2024-02-24,MAKASAR,190.59,Organik,Komersial
2024-02-24,MAMPANG PRAPATAN,52.13,Anorganik,Pasar
2024-02-24,MATRAMAN,135.61,Anorganik,Rumah Tangga
2024-02-24,MENTENG,30.78,Organik,Taman Kota
2024-02-24,PADEMANGAN,355.9,Residu,Taman Kota
2024-02-24,PAL MERAH,132.94,Residu,Industri Kecil
2024-02-24,PANCORAN,83.87,Residu,Pasar
2024-02-24,PASAR MINGGU,158.03,Residu,Industri Kecil
2024-02-24,PASAR REBO,260.94,Residu,Rumah Tangga
2024-02-24,PENJARINGAN,159.98,Anorganik,Industri Kecil
2024-02-24,PESANGGRAHAN,73.05,B3,Industri Kecil
2024-02-24,PULOGADUNG,80.56,Residu,Rumah Tangga
2024-02-24,SAWAH BESAR,119.38,Organik,Pasar
2024-02-24,SENEN,72.93,Organik,Taman Kota
2024-02-24,SETIABUDI,35.98,Organik,Rumah Tangga
2024-02-24,TAMAN SARI,92.6,Residu,Rumah Tangga
2024-02-24,TAMBORA,183.49,Organik,Komersial
2024-02-24,TANAH ABANG,62.76,Anorganik,Pasar
2024-02-24,TANJUNG PRIOK,191.5,Residu,Rumah Tangga
2024-02-24,TEBET,154.75,B3,Rumah Tangga
2024-02-25,CAKUNG,80.84,Anorganik,Rumah Tangga
2024-02-25,CEMPAKA PUTIH,20.87,Organik,Pasar
2024-02-25,CENGKARENG,99.74,B3,Taman Kota
2024-02-25,CILANDAK,136.39,Anorganik,Pasar
2024-02-25,CILINCING,103.45,B3,Komersial
2024-02-25,CIPAYUNG,113.86,Anorganik,Taman Kota
2024-02-25,CIRACAS,149.91,Anorganik,Rumah Tangga
2024-02-25,DUREN SAWIT,80.71,Organik,Taman Kota
2024-02-25,GAMBIR,79.44,Anorganik,Rumah Tangga
2024-02-25,GROGOL PETAMBURAN,122.73,Anorganik,Pasar
2024-02-25,JAGAKARSA,57.38,Organik,Rumah Tangga
2024-02-25,JATINEGARA,50.22,Anorganik,Pasar
2024-02-25,JOHAR BARU,98.32,Residu,Rumah Tangga
2024-02-25,KALIDERES,37.45,Anorganik,Rumah Tangga
2024-02-25,KEBAYORAN BARU,129.12,B3,Pasar
2024-02-25,KEBAYORAN LAMA,102.7,Organik,Komersial
2024-02-25,KEBON JERUK,78.88,B3,Pasar
2024-02-25,KELAPA GADING,115.88,Organik,Pasar
2024-02-25,KEMAYORAN,134.07,Residu,Taman Kota
2024-02-25,KEMBANGAN,34.96,Anorganik,Rumah Tangga
2024-02-25,KEPULAUAN SERIBU SELATAN,86.83,Residu,Taman Kota
2024-02-25,KEPULAUAN SERIBU UTARA,60.76,Residu,Taman Kota
2024-02-25,KOJA,72.83,Residu,Pasar
2024-02-25,KRAMATJATI,33.71,Residu,Rumah Tangga
2024-02-25,MAKASAR,108.34,Anorganik,Taman Kota
2024-02-25,MAMPANG PRAPATAN,23.47,Residu,Pasar
2024-02-25,MATRAMAN,82.61,Anorganik,Rumah Tangga
2024-02-25,MENTENG,40.63,B3,Industri Kecil
2024-02-25,PADEMANGAN,111.3,B3,Taman Kota
2024-02-25,PAL MERAH,74.09,Residu,Taman Kota
2024-02-25,PANCORAN,67.45,Anorganik,Komersial
2024-02-25,PASAR MINGGU,124.18,Organik,Pasar
2024-02-25,PASAR REBO,74.31,Organik,Rumah Tangga
2024-02-25,PENJARINGAN,69.82,Organik,Pasar
2024-02-25,PESANGGRAHAN,39.61,Anorganik,Pasar
2024-02-25,PULOGADUNG,48.45,Organik,Taman Kota
2024-02-25,SAWAH BESAR,104.3,B3,Pasar
2024-02-25,SENEN,45.47,Organik,Pasar
2024-02-25,SETIABUDI,25.41,Anorganik,Pasar
2024-02-25,TAMAN SARI,84.91,Anorganik,Komersial
2024-02-25,TAMBORA,150.0,Residu,Komersial
